"Kinematic viscosity, m<SUP>2</SUP>/s","Pressure, kPa","Temperature, K","Viscosity, Pa&#8226;s",salt_name
,101.325,363.15,0.01729,1-ethyl-3-methylimidazolium dimethylphosphate
,101.325,373.15,0.01347,1-ethyl-3-methylimidazolium dimethylphosphate
,101.325,308.15,0.2185,"N,N-diethyl-N-methylethanaminium methyl sulfate"
,101.325,313.15,0.1656,"N,N-diethyl-N-methylethanaminium methyl sulfate"
,101.325,318.15,0.1277,"N,N-diethyl-N-methylethanaminium methyl sulfate"
,101.325,323.15,0.1003,"N,N-diethyl-N-methylethanaminium methyl sulfate"
,101.325,328.15,0.0797,"N,N-diethyl-N-methylethanaminium methyl sulfate"
,101.325,333.15,0.064,"N,N-diethyl-N-methylethanaminium methyl sulfate"
,101.325,338.15,0.0534,"N,N-diethyl-N-methylethanaminium methyl sulfate"
,101.325,343.15,0.0449,"N,N-diethyl-N-methylethanaminium methyl sulfate"
,101.325,308.15,0.172,1-ethyl-1-methylpyrrolidinium ethyl sulfate
,101.325,313.15,0.1349,1-ethyl-1-methylpyrrolidinium ethyl sulfate
,101.325,318.15,0.1075,1-ethyl-1-methylpyrrolidinium ethyl sulfate
,101.325,323.15,0.0868,1-ethyl-1-methylpyrrolidinium ethyl sulfate
,101.325,328.15,0.0712,1-ethyl-1-methylpyrrolidinium ethyl sulfate
,101.325,333.15,0.0591,1-ethyl-1-methylpyrrolidinium ethyl sulfate
,101.325,338.15,0.0495,1-ethyl-1-methylpyrrolidinium ethyl sulfate
,101.325,343.15,0.042,1-ethyl-1-methylpyrrolidinium ethyl sulfate
,101.325,303.15,3.52,1-methyl-3-octylimidazolium L-asparaginate
,101.325,313.15,1.437,1-methyl-3-octylimidazolium L-asparaginate
,101.325,323.15,0.659,1-methyl-3-octylimidazolium L-asparaginate
,101.325,333.15,0.333,1-methyl-3-octylimidazolium L-asparaginate
,101.325,343.15,0.183,1-methyl-3-octylimidazolium L-asparaginate
,101.325,353.15,0.1071,1-methyl-3-octylimidazolium L-asparaginate
,101.325,363.15,0.0666,1-methyl-3-octylimidazolium L-asparaginate
,101.325,373.15,0.0435,1-methyl-3-octylimidazolium L-asparaginate
6.82e-05,101.325,288.15,,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
5.33e-05,101.325,293.15,,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
4.26e-05,101.325,298.15,,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
3.484e-05,101.325,303.15,,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
2.883e-05,101.325,308.15,,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
2.422e-05,101.325,313.15,,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
2.057e-05,101.325,318.15,,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
1.765e-05,101.325,323.15,,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
8.9e-05,101.325,288.15,,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
6.96e-05,101.325,293.15,,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
5.57e-05,101.325,298.15,,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
4.52e-05,101.325,303.15,,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
3.693e-05,101.325,308.15,,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
3.063e-05,101.325,313.15,,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
2.553e-05,101.325,318.15,,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
2.154e-05,101.325,323.15,,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.000562,101.325,288.15,,3-butyl-1-methyl-1H-imidazolium tetrakis(isothiocyanato)cobaltate(2-)
0.000375,101.325,293.25,,3-butyl-1-methyl-1H-imidazolium tetrakis(isothiocyanato)cobaltate(2-)
0.0002578,101.325,298.15,,3-butyl-1-methyl-1H-imidazolium tetrakis(isothiocyanato)cobaltate(2-)
0.00018,101.325,303.55,,3-butyl-1-methyl-1H-imidazolium tetrakis(isothiocyanato)cobaltate(2-)
0.0001358,101.325,308.15,,3-butyl-1-methyl-1H-imidazolium tetrakis(isothiocyanato)cobaltate(2-)
0.0001021,101.325,313.15,,3-butyl-1-methyl-1H-imidazolium tetrakis(isothiocyanato)cobaltate(2-)
7.8e-05,101.325,318.15,,3-butyl-1-methyl-1H-imidazolium tetrakis(isothiocyanato)cobaltate(2-)
6.12e-05,101.325,323.15,,3-butyl-1-methyl-1H-imidazolium tetrakis(isothiocyanato)cobaltate(2-)
,101,288.15,0.35,1-butyl-3-methylimidazolium hexafluorophosphate
,101,293.15,0.25,1-butyl-3-methylimidazolium hexafluorophosphate
,101,298.15,0.182,1-butyl-3-methylimidazolium hexafluorophosphate
,101,303.15,0.136,1-butyl-3-methylimidazolium hexafluorophosphate
,101,308.15,0.102,1-butyl-3-methylimidazolium hexafluorophosphate
,101,313.15,0.079,1-butyl-3-methylimidazolium hexafluorophosphate
,101,318.15,0.062,1-butyl-3-methylimidazolium hexafluorophosphate
,101,323.15,0.048,1-butyl-3-methylimidazolium hexafluorophosphate
,101,298.15,0.377,"1,2-dimethyl-3-propylimidazolium tetrafluoroborate"
,101,303.15,0.272,"1,2-dimethyl-3-propylimidazolium tetrafluoroborate"
,101,308.15,0.202,"1,2-dimethyl-3-propylimidazolium tetrafluoroborate"
,101,313.15,0.152,"1,2-dimethyl-3-propylimidazolium tetrafluoroborate"
,101,318.15,0.1174,"1,2-dimethyl-3-propylimidazolium tetrafluoroborate"
,101,323.15,0.0923,"1,2-dimethyl-3-propylimidazolium tetrafluoroborate"
,101,333.15,0.0604,"1,2-dimethyl-3-propylimidazolium tetrafluoroborate"
,101,343.15,0.0407,"1,2-dimethyl-3-propylimidazolium tetrafluoroborate"
,101.325,298.15,1.143,tetrabutylphosphonium L-serinate
,101.325,303.15,0.78,tetrabutylphosphonium L-serinate
,101.325,313.15,0.395,tetrabutylphosphonium L-serinate
,101.325,323.15,0.209,tetrabutylphosphonium L-serinate
,101.325,333.15,0.1229,tetrabutylphosphonium L-serinate
,101.325,343.15,0.0776,tetrabutylphosphonium L-serinate
,101.325,353.15,0.0497,tetrabutylphosphonium L-serinate
,101.325,363.15,0.0341,tetrabutylphosphonium L-serinate
,101.325,298.15,1.019,tetrabutylphosphonium 2-aminoethanesulfonate
,101.325,303.15,0.71,tetrabutylphosphonium 2-aminoethanesulfonate
,101.325,313.15,0.345,tetrabutylphosphonium 2-aminoethanesulfonate
,101.325,323.15,0.186,tetrabutylphosphonium 2-aminoethanesulfonate
,101.325,333.15,0.1067,tetrabutylphosphonium 2-aminoethanesulfonate
,101.325,343.15,0.0675,tetrabutylphosphonium 2-aminoethanesulfonate
,101.325,353.15,0.0442,tetrabutylphosphonium 2-aminoethanesulfonate
,101.325,363.15,0.0296,tetrabutylphosphonium 2-aminoethanesulfonate
,101.325,298.15,0.74,tetrabutylphosphonium L-lysinate
,101.325,303.15,0.52,tetrabutylphosphonium L-lysinate
,101.325,313.15,0.269,tetrabutylphosphonium L-lysinate
,101.325,323.15,0.15,tetrabutylphosphonium L-lysinate
,101.325,333.15,0.0904,tetrabutylphosphonium L-lysinate
,101.325,343.15,0.0598,tetrabutylphosphonium L-lysinate
,101.325,353.15,0.0397,tetrabutylphosphonium L-lysinate
,101.325,363.15,0.0275,tetrabutylphosphonium L-lysinate
,101.325,298.15,6.7,"N,N-dibutyl-N-methyl-1-butanaminium 2-aminoethanesulfonate"
,101.325,303.15,4,"N,N-dibutyl-N-methyl-1-butanaminium 2-aminoethanesulfonate"
,101.325,313.15,1.6,"N,N-dibutyl-N-methyl-1-butanaminium 2-aminoethanesulfonate"
,101.325,323.15,0.72,"N,N-dibutyl-N-methyl-1-butanaminium 2-aminoethanesulfonate"
,101.325,333.15,0.357,"N,N-dibutyl-N-methyl-1-butanaminium 2-aminoethanesulfonate"
,101.325,343.15,0.193,"N,N-dibutyl-N-methyl-1-butanaminium 2-aminoethanesulfonate"
,101.325,353.15,0.1082,"N,N-dibutyl-N-methyl-1-butanaminium 2-aminoethanesulfonate"
,101.325,363.15,0.0668,"N,N-dibutyl-N-methyl-1-butanaminium 2-aminoethanesulfonate"
,101.325,298.15,1.695,tetrabutylphosphonium L-prolinate
,101.325,303.15,1.101,tetrabutylphosphonium L-prolinate
,101.325,313.15,0.483,tetrabutylphosphonium L-prolinate
,101.325,323.15,0.241,tetrabutylphosphonium L-prolinate
,101.325,333.15,0.1331,tetrabutylphosphonium L-prolinate
,101.325,343.15,0.0782,tetrabutylphosphonium L-prolinate
,101.325,353.15,0.0496,tetrabutylphosphonium L-prolinate
,101.325,363.15,0.0322,tetrabutylphosphonium L-prolinate
,101.325,298.15,2.946,tetrabutylphosphonium L-cysteinate
,101.325,303.15,1.866,tetrabutylphosphonium L-cysteinate
,101.325,313.15,0.83,tetrabutylphosphonium L-cysteinate
,101.325,323.15,0.397,tetrabutylphosphonium L-cysteinate
,101.325,333.15,0.208,tetrabutylphosphonium L-cysteinate
,101.325,343.15,0.1183,tetrabutylphosphonium L-cysteinate
,101.325,353.15,0.0725,tetrabutylphosphonium L-cysteinate
,101.325,363.15,0.0466,tetrabutylphosphonium L-cysteinate
,101.325,298.15,10.2,"N,N-dibutyl-N-methylbutanaminium L-serinate"
,101.325,303.15,5.8,"N,N-dibutyl-N-methylbutanaminium L-serinate"
,101.325,313.15,2.16,"N,N-dibutyl-N-methylbutanaminium L-serinate"
,101.325,323.15,0.89,"N,N-dibutyl-N-methylbutanaminium L-serinate"
,101.325,333.15,0.41,"N,N-dibutyl-N-methylbutanaminium L-serinate"
,101.325,343.15,0.208,"N,N-dibutyl-N-methylbutanaminium L-serinate"
,101.325,353.15,0.1118,"N,N-dibutyl-N-methylbutanaminium L-serinate"
,101.325,363.15,0.0643,"N,N-dibutyl-N-methylbutanaminium L-serinate"
,101.325,298.15,8.4,"N,N-dibutyl-N-methyl-1-butanaminium L-threoninate"
,101.325,303.15,4.9,"N,N-dibutyl-N-methyl-1-butanaminium L-threoninate"
,101.325,313.15,1.845,"N,N-dibutyl-N-methyl-1-butanaminium L-threoninate"
,101.325,323.15,0.79,"N,N-dibutyl-N-methyl-1-butanaminium L-threoninate"
,101.325,333.15,0.378,"N,N-dibutyl-N-methyl-1-butanaminium L-threoninate"
,101.325,343.15,0.201,"N,N-dibutyl-N-methyl-1-butanaminium L-threoninate"
,101.325,353.15,0.1109,"N,N-dibutyl-N-methyl-1-butanaminium L-threoninate"
,101.325,363.15,0.0662,"N,N-dibutyl-N-methyl-1-butanaminium L-threoninate"
,101.325,298.15,2.593,"N,N-dibutyl-N-methyl-1-butanaminium L-lysinate"
,101.325,303.15,1.679,"N,N-dibutyl-N-methyl-1-butanaminium L-lysinate"
,101.325,313.15,0.74,"N,N-dibutyl-N-methyl-1-butanaminium L-lysinate"
,101.325,323.15,0.369,"N,N-dibutyl-N-methyl-1-butanaminium L-lysinate"
,101.325,333.15,0.2,"N,N-dibutyl-N-methyl-1-butanaminium L-lysinate"
,101.325,343.15,0.1129,"N,N-dibutyl-N-methyl-1-butanaminium L-lysinate"
,101.325,353.15,0.0683,"N,N-dibutyl-N-methyl-1-butanaminium L-lysinate"
,101.325,363.15,0.0439,"N,N-dibutyl-N-methyl-1-butanaminium L-lysinate"
,101.325,298.15,0.74,tetrabutylphosphonium L-threoninate
,101.325,303.15,0.52,tetrabutylphosphonium L-threoninate
,101.325,313.15,0.26,tetrabutylphosphonium L-threoninate
,101.325,323.15,0.143,tetrabutylphosphonium L-threoninate
,101.325,333.15,0.0885,tetrabutylphosphonium L-threoninate
,101.325,343.15,0.0539,tetrabutylphosphonium L-threoninate
,101.325,353.15,0.0362,tetrabutylphosphonium L-threoninate
,101.325,363.15,0.0251,tetrabutylphosphonium L-threoninate
,101.325,273.15,0.458,1-ethyl-3-methylimidazolium ethyl sulfate
,101.325,278.15,0.316,1-ethyl-3-methylimidazolium ethyl sulfate
,101.325,283.15,0.224,1-ethyl-3-methylimidazolium ethyl sulfate
,101.325,293.15,0.1254,1-ethyl-3-methylimidazolium ethyl sulfate
,101.325,303.15,0.0778,1-ethyl-3-methylimidazolium ethyl sulfate
,101.325,313.15,0.0506,1-ethyl-3-methylimidazolium ethyl sulfate
,101.325,323.15,0.0356,1-ethyl-3-methylimidazolium ethyl sulfate
,101.325,333.15,0.0252,1-ethyl-3-methylimidazolium ethyl sulfate
,101.325,273.15,0.0992,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,278.15,0.0757,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,283.15,0.0601,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,293.15,0.0386,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,303.15,0.0271,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,313.15,0.0194,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,323.15,0.0149,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,333.15,0.0118,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,273.15,3.73,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
,101.325,278.15,2.325,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
,101.325,283.15,1.474,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
,101.325,293.15,0.676,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
,101.325,303.15,0.36,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
,101.325,313.15,0.201,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
,101.325,323.15,0.1214,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
,101.325,333.15,0.0777,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
,100,278.15,0.485,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
,100,283.15,0.335,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
,100,288.15,0.236,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
,100,293.15,0.172,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
,100,298.15,0.129,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
,100,303.15,0.099,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
,100,308.15,0.078,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
,100,313.15,0.063,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
,101.325,278.15,1.31,"tributyl(methoxymethyl)phosphonium 1,2,3-triazolide"
,101.325,283.15,0.801,"tributyl(methoxymethyl)phosphonium 1,2,3-triazolide"
,101.325,288.15,0.509,"tributyl(methoxymethyl)phosphonium 1,2,3-triazolide"
,101.325,293.15,0.341,"tributyl(methoxymethyl)phosphonium 1,2,3-triazolide"
,101.325,298.15,0.237,"tributyl(methoxymethyl)phosphonium 1,2,3-triazolide"
,101.325,303.15,0.17,"tributyl(methoxymethyl)phosphonium 1,2,3-triazolide"
,101.325,313.15,0.095,"tributyl(methoxymethyl)phosphonium 1,2,3-triazolide"
,101.325,323.15,0.059,"tributyl(methoxymethyl)phosphonium 1,2,3-triazolide"
,101.325,278.15,0.379,triethyloctylphosphonium bis(trifluoromethylsulfonyl)imide
,101.325,283.15,0.268,triethyloctylphosphonium bis(trifluoromethylsulfonyl)imide
,101.325,288.15,0.194,triethyloctylphosphonium bis(trifluoromethylsulfonyl)imide
,101.325,293.15,0.145,triethyloctylphosphonium bis(trifluoromethylsulfonyl)imide
,101.325,298.15,0.111,triethyloctylphosphonium bis(trifluoromethylsulfonyl)imide
,101.325,303.15,0.087,triethyloctylphosphonium bis(trifluoromethylsulfonyl)imide
,101.325,308.15,0.073,triethyloctylphosphonium bis(trifluoromethylsulfonyl)imide
,101.325,313.15,0.057,triethyloctylphosphonium bis(trifluoromethylsulfonyl)imide
,101.325,278.15,0.356,"S-octyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide"
,101.325,283.15,0.254,"S-octyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide"
,101.325,288.15,0.186,"S-octyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide"
,101.325,293.15,0.14,"S-octyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide"
,101.325,298.15,0.108,"S-octyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide"
,101.325,303.15,0.085,"S-octyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide"
,101.325,308.15,0.069,"S-octyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide"
,101.325,313.15,0.056,"S-octyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide"
,101.325,278.15,0.398,1-butylthianium bis(trifluoromethylsulfonyl)imide
,101.325,283.15,0.279,1-butylthianium bis(trifluoromethylsulfonyl)imide
,101.325,288.15,0.2,1-butylthianium bis(trifluoromethylsulfonyl)imide
,101.325,293.15,0.148,1-butylthianium bis(trifluoromethylsulfonyl)imide
,101.325,298.15,0.112,1-butylthianium bis(trifluoromethylsulfonyl)imide
,101.325,303.15,0.088,1-butylthianium bis(trifluoromethylsulfonyl)imide
,101.325,308.15,0.07,1-butylthianium bis(trifluoromethylsulfonyl)imide
,101.325,313.15,0.057,1-butylthianium bis(trifluoromethylsulfonyl)imide
,101.325,328.2,0.0648,N-hexylisoquinolinium bis(trifluoromethylsulfonyl)imide
,101.325,333.2,0.05235,N-hexylisoquinolinium bis(trifluoromethylsulfonyl)imide
,101.325,338.2,0.04292,N-hexylisoquinolinium bis(trifluoromethylsulfonyl)imide
,101.325,343.2,0.03557,N-hexylisoquinolinium bis(trifluoromethylsulfonyl)imide
,101.325,348.2,0.02986,N-hexylisoquinolinium bis(trifluoromethylsulfonyl)imide
,101.325,353.2,0.02538,N-hexylisoquinolinium bis(trifluoromethylsulfonyl)imide
,101.325,358.2,0.02184,N-hexylisoquinolinium bis(trifluoromethylsulfonyl)imide
,101.325,363.2,0.01871,N-hexylisoquinolinium bis(trifluoromethylsulfonyl)imide
,101.325,298.15,0.125,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide
,101.325,308.15,0.0767,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide
,101.325,318.15,0.0527,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide
,101.325,328.15,0.037,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide
,101.325,338.15,0.0266,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide
,101.325,348.15,0.0195,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide
,101.325,358.15,0.0147,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide
,101.325,368.15,0.0114,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide
,101.325,293.14,0.1282,1-ethyl-3-methylimidazolium ethyl sulfate
,101.325,298.19,0.0989,1-ethyl-3-methylimidazolium ethyl sulfate
,101.325,298.2,0.0986,1-ethyl-3-methylimidazolium ethyl sulfate
,101.325,303.16,0.0778,1-ethyl-3-methylimidazolium ethyl sulfate
,101.325,308.19,0.0625,1-ethyl-3-methylimidazolium ethyl sulfate
,101.325,313.14,0.0511,1-ethyl-3-methylimidazolium ethyl sulfate
,101.325,318.14,0.04222,1-ethyl-3-methylimidazolium ethyl sulfate
,101.325,323.1,0.03537,1-ethyl-3-methylimidazolium ethyl sulfate
,101.325,293.14,0.0903,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,298.18,0.0709,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,298.18,0.0709,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,303.13,0.0569,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,308.13,0.04615,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,313.09,0.03805,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,318.1,0.03174,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,323.1,0.02673,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,283,0.052,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,293,0.036,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,298,0.032,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,303,0.026,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,313,0.019,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,323,0.015,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,333,0.012,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,343,0.009,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,283,0.155,1-butyl-3-methylimidazolium trifluoroacetate
,101.325,293,0.089,1-butyl-3-methylimidazolium trifluoroacetate
,101.325,298,0.07,1-butyl-3-methylimidazolium trifluoroacetate
,101.325,303,0.053,1-butyl-3-methylimidazolium trifluoroacetate
,101.325,313,0.037,1-butyl-3-methylimidazolium trifluoroacetate
,101.325,323,0.026,1-butyl-3-methylimidazolium trifluoroacetate
,101.325,333,0.019,1-butyl-3-methylimidazolium trifluoroacetate
,101.325,343,0.015,1-butyl-3-methylimidazolium trifluoroacetate
,101.325,283,1.63,1-butyl-3-methylimidazolium acetate
,101.325,293,0.646,1-butyl-3-methylimidazolium acetate
,101.325,298,0.44,1-butyl-3-methylimidazolium acetate
,101.325,303,0.309,1-butyl-3-methylimidazolium acetate
,101.325,313,0.165,1-butyl-3-methylimidazolium acetate
,101.325,323,0.097,1-butyl-3-methylimidazolium acetate
,101.325,333,0.062,1-butyl-3-methylimidazolium acetate
,101.325,343,0.042,1-butyl-3-methylimidazolium acetate
,101.325,283,0.356,1-ethylpyridinium ethyl sulfate
,101.325,293,0.183,1-ethylpyridinium ethyl sulfate
,101.325,298,0.137,1-ethylpyridinium ethyl sulfate
,101.325,303,0.105,1-ethylpyridinium ethyl sulfate
,101.325,313,0.066,1-ethylpyridinium ethyl sulfate
,101.325,323,0.043,1-ethylpyridinium ethyl sulfate
,101.325,333,0.031,1-ethylpyridinium ethyl sulfate
,101.325,343,0.023,1-ethylpyridinium ethyl sulfate
,101.325,283,10.2,"17-hydroxy-N-(17-hydroxy-3,6,9,12,15-pentaoxaheptadec-1-yl)-N-methyl-N-tetradecyl-3,6,9,12,15-pentaoxaheptadecan-1-aminium methyl sulfate"
,101.325,293,2.78,"17-hydroxy-N-(17-hydroxy-3,6,9,12,15-pentaoxaheptadec-1-yl)-N-methyl-N-tetradecyl-3,6,9,12,15-pentaoxaheptadecan-1-aminium methyl sulfate"
,101.325,298,2.79,"17-hydroxy-N-(17-hydroxy-3,6,9,12,15-pentaoxaheptadec-1-yl)-N-methyl-N-tetradecyl-3,6,9,12,15-pentaoxaheptadecan-1-aminium methyl sulfate"
,101.325,303,1.91,"17-hydroxy-N-(17-hydroxy-3,6,9,12,15-pentaoxaheptadec-1-yl)-N-methyl-N-tetradecyl-3,6,9,12,15-pentaoxaheptadecan-1-aminium methyl sulfate"
,101.325,313,0.96,"17-hydroxy-N-(17-hydroxy-3,6,9,12,15-pentaoxaheptadec-1-yl)-N-methyl-N-tetradecyl-3,6,9,12,15-pentaoxaheptadecan-1-aminium methyl sulfate"
